Age,Arrival Service,Booking Services,Immediate Transfer,Lounge Service,Check-in Service,Boarding Service,Layover Service,Onboard Services,Baggage Service,Immigration Security,Call Center Service,Departure Delay,Arrival Delay,Total Delay,Age_log,Arrival Delay_log,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Leisure,Satisfaction_Satisfied
56,4,1,1,3,1,1,2,3,3,1,1,0,0.0,0.0,4.04305126783455,0.0,True,False,False,False,False,True
17,2,2,3,2,1,1,5,5,4,3,2,0,0.0,0.0,2.8903717578961645,0.0,False,True,False,False,False,True
44,2,4,1,4,5,5,3,2,1,2,5,21,4.0,25.0,3.8066624897703196,1.6094379124341003,True,False,False,False,False,True
47,5,3,2,4,3,5,5,1,2,5,4,0,10.0,10.0,3.871201010907891,2.3978952727983707,True,False,False,False,False,True
30,2,5,5,1,1,2,2,5,3,2,2,67,46.0,113.0,3.4339872044851463,3.8501476017100584,False,False,True,False,False,False
35,3,4,2,1,4,4,4,2,2,4,4,0,26.0,26.0,3.58351893845611,3.295836866004329,False,False,False,False,False,True
39,3,1,5,1,3,3,4,1,5,3,4,0,0.0,0.0,3.6888794541139363,0.0,False,False,True,True,False,False
11,3,5,3,3,3,5,2,4,1,5,5,0,1.0,1.0,2.4849066497880004,0.6931471805599453,True,False,True,True,False,False
42,3,2,4,5,1,5,1,3,1,2,5,15,33.0,48.0,3.7612001156935624,3.5263605246161616,True,False,True,False,True,True
45,5,4,3,5,2,3,3,2,3,2,1,0,8.0,8.0,3.828641396489095,2.1972245773362196,True,False,False,False,False,True
34,4,5,4,3,1,5,3,5,4,4,2,0,0.0,0.0,3.5553480614894135,0.0,False,False,False,False,False,True
47,3,4,5,3,3,3,1,4,2,4,4,33,9.0,42.0,3.871201010907891,2.302585092994046,True,False,False,False,False,True
11,2,2,4,3,4,2,4,5,2,3,4,0,0.0,0.0,2.4849066497880004,0.0,False,False,True,True,False,True
23,3,4,5,2,3,2,1,3,2,5,5,0,0.0,0.0,3.1780538303479458,0.0,False,False,False,False,True,True
22,5,1,4,3,1,1,4,3,5,1,2,7,0.0,7.0,3.1354942159291497,0.0,False,True,False,True,False,True
39,2,5,5,2,5,3,5,2,4,2,3,0,0.0,0.0,3.6888794541139363,0.0,True,False,False,True,False,True
50,3,5,4,1,2,3,2,3,4,2,4,4,0.0,4.0,3.9318256327243257,0.0,False,False,False,False,False,True
39,4,5,5,4,3,2,4,3,2,3,2,0,5.0,5.0,3.6888794541139363,1.791759469228055,True,False,False,False,False,True
20,2,4,2,5,4,5,1,5,2,3,3,0,0.0,0.0,3.044522437723423,0.0,True,True,False,True,False,False
32,2,2,1,4,4,3,2,2,1,3,2,0,0.0,0.0,3.4965075614664802,0.0,True,False,True,True,False,True
39,4,4,2,5,4,3,4,3,3,3,1,0,0.0,0.0,3.6888794541139363,0.0,False,True,False,True,False,False
29,2,4,3,1,2,5,1,1,4,3,2,0,5.0,5.0,3.4011973816621555,1.791759469228055,False,False,False,True,False,False
55,3,5,4,5,3,2,5,4,4,2,1,20,41.0,61.0,4.02535169073515,3.7376696182833684,False,False,False,True,False,False
53,2,2,5,1,5,3,1,3,5,5,5,5,5.0,10.0,3.9889840465642745,1.791759469228055,True,False,False,False,False,True
58,3,3,2,4,1,3,5,3,2,2,5,0,0.0,0.0,4.07753744390572,0.0,False,False,False,False,False,True
26,4,2,2,2,3,5,2,3,5,1,4,0,0.0,0.0,3.295836866004329,0.0,False,False,False,True,False,True
23,1,4,5,5,3,1,5,4,5,5,4,0,0.0,0.0,3.1780538303479458,0.0,True,False,False,False,False,False
43,4,1,4,3,5,5,4,5,1,4,3,78,34.0,112.0,3.784189633918261,3.5553480614894135,True,False,False,False,False,True
49,3,2,3,2,2,5,5,2,1,5,2,21,11.0,32.0,3.912023005428146,2.4849066497880004,True,False,False,False,False,True
23,5,5,3,2,1,1,1,2,4,3,4,37,30.0,67.0,3.1780538303479458,3.4339872044851463,True,False,False,False,False,True
24,4,1,3,1,1,3,4,2,1,2,3,6,13.0,19.0,3.2188758248682006,2.6390573296152584,True,True,False,False,False,True
58,5,3,5,4,1,1,5,2,5,5,3,12,4.0,16.0,4.07753744390572,1.6094379124341003,True,False,True,False,True,False
25,5,3,2,3,3,4,1,2,1,3,4,0,12.0,12.0,3.258096538021482,2.5649493574615367,False,True,False,True,False,False
27,3,1,3,4,5,1,2,1,1,2,4,0,0.0,0.0,3.332204510175204,0.0,False,True,False,True,False,False
40,3,3,2,4,5,2,3,5,3,2,1,0,0.0,0.0,3.713572066704308,0.0,False,True,False,False,False,True
44,1,1,3,2,2,3,1,5,5,4,3,0,0.0,0.0,3.8066624897703196,0.0,True,False,False,False,False,True
46,2,4,3,3,5,4,4,3,2,1,2,0,0.0,0.0,3.8501476017100584,0.0,True,False,False,False,False,True
44,4,1,4,5,5,4,2,4,2,5,5,6,0.0,6.0,3.8066624897703196,0.0,False,False,False,False,False,True
37,3,4,5,3,1,1,2,2,5,2,2,0,2.0,2.0,3.6375861597263857,1.0986122886681098,True,False,False,True,False,True
59,4,5,4,1,2,4,2,2,4,4,3,0,0.0,0.0,4.0943445622221,0.0,False,False,False,False,False,True
54,5,5,2,2,5,3,5,5,4,3,1,71,63.0,134.0,4.007333185232471,4.1588830833596715,False,False,False,False,False,False
29,2,3,2,3,5,3,2,5,2,4,4,56,53.0,109.0,3.4011973816621555,3.9889840465642745,True,False,False,False,False,False
54,1,1,5,1,5,5,2,4,3,2,1,0,0.0,0.0,4.007333185232471,0.0,True,False,False,True,False,True
46,4,4,3,5,5,5,3,4,4,1,2,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,False,False,True
52,2,5,5,4,1,2,5,4,3,4,2,0,3.0,3.0,3.970291913552122,1.3862943611198906,False,False,False,True,False,True
39,1,5,3,4,3,1,1,2,1,3,3,0,0.0,0.0,3.6888794541139363,0.0,False,True,False,False,False,True
22,4,5,1,1,2,4,1,5,3,3,3,0,9.0,9.0,3.1354942159291497,2.302585092994046,True,False,True,True,False,True
60,2,3,1,2,3,5,4,1,1,4,4,0,0.0,0.0,4.110873864173311,0.0,True,False,True,True,False,True
43,3,5,5,4,1,3,2,4,3,3,5,21,22.0,43.0,3.784189633918261,3.1354942159291497,False,False,False,False,False,True
43,4,2,1,2,3,4,4,4,2,5,4,0,0.0,0.0,3.784189633918261,0.0,False,True,False,True,False,False
52,2,3,1,2,5,1,1,5,2,3,3,30,19.0,49.0,3.970291913552122,2.995732273553991,True,False,False,False,False,True
69,1,1,2,4,2,4,2,1,1,4,1,0,2.0,2.0,4.248495242049359,1.0986122886681098,True,False,True,True,False,False
56,2,2,3,5,5,4,2,2,5,3,3,0,0.0,0.0,4.04305126783455,0.0,True,False,False,False,False,True
40,3,3,1,3,2,2,1,2,2,3,5,69,67.0,136.0,3.713572066704308,4.219507705176107,False,False,False,False,True,False
14,4,3,4,4,3,1,2,1,1,4,4,0,4.0,4.0,2.70805020110221,1.6094379124341003,False,False,True,True,False,False
42,4,4,2,3,5,4,5,2,5,5,3,10,7.0,17.0,3.7612001156935624,2.0794415416798357,False,False,False,False,False,True
12,4,2,3,2,1,3,2,2,4,3,2,12,0.0,12.0,2.5649493574615367,0.0,True,False,True,False,True,True
44,3,2,2,5,5,3,2,4,4,1,5,0,3.0,3.0,3.8066624897703196,1.3862943611198906,True,False,True,True,False,False
18,1,2,4,2,4,2,4,3,2,5,1,17,17.0,34.0,2.9444389791664403,2.8903717578961645,False,False,False,False,False,False
48,4,5,3,5,1,5,3,5,2,1,5,0,0.0,0.0,3.8918202981106265,0.0,True,False,False,False,False,True
57,1,5,5,1,2,1,1,4,2,3,1,0,2.0,2.0,4.060443010546419,1.0986122886681098,False,False,False,False,False,True
32,2,1,5,5,4,4,1,5,2,1,1,0,0.0,0.0,3.4965075614664802,0.0,True,True,False,False,False,False
41,1,1,2,5,5,2,1,3,2,2,2,0,0.0,0.0,3.7376696182833684,0.0,False,False,False,False,False,True
38,1,1,5,2,5,3,4,5,4,5,1,0,0.0,0.0,3.6635616461296463,0.0,False,False,False,False,False,True
44,4,5,3,4,5,4,2,1,1,2,2,8,4.0,12.0,3.8066624897703196,1.6094379124341003,False,False,False,False,False,True
25,5,4,4,4,5,3,3,4,4,4,4,31,30.0,61.0,3.258096538021482,3.4339872044851463,True,False,False,False,False,True
59,5,1,4,3,4,4,4,4,4,2,2,2,0.0,2.0,4.0943445622221,0.0,False,False,False,True,False,False
52,3,3,5,1,1,1,3,3,5,5,3,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,False
10,3,5,1,5,4,3,5,1,2,2,3,3,96.0,99.0,2.3978952727983707,4.574710978503383,True,False,True,False,False,True
50,5,4,1,3,1,2,5,2,4,1,3,0,0.0,0.0,3.9318256327243257,0.0,True,False,False,False,False,True
60,2,3,1,5,3,2,4,3,4,4,3,0,2.0,2.0,4.110873864173311,1.0986122886681098,False,False,False,False,False,True
47,4,3,5,5,3,2,4,5,4,3,5,2,0.0,2.0,3.871201010907891,0.0,True,False,False,False,False,True
61,4,5,5,1,1,2,3,3,4,5,5,0,9.0,9.0,4.127134385045092,2.302585092994046,True,False,True,True,False,False
43,2,2,5,1,1,5,4,1,4,2,4,0,0.0,0.0,3.784189633918261,0.0,False,False,False,False,False,True
17,2,4,3,3,1,4,2,4,4,1,4,0,0.0,0.0,2.8903717578961645,0.0,False,False,False,True,False,True
20,5,5,1,4,3,4,4,5,5,2,5,0,0.0,0.0,3.044522437723423,0.0,False,False,False,False,False,True
45,3,2,2,5,1,4,4,2,3,5,3,0,0.0,0.0,3.828641396489095,0.0,False,False,True,True,False,False
57,2,5,3,2,1,5,2,2,1,4,3,0,0.0,0.0,4.060443010546419,0.0,False,False,False,True,False,True
75,3,5,3,3,4,2,1,2,4,2,1,0,0.0,0.0,4.330733340286331,0.0,True,False,False,False,True,True
49,1,3,5,5,2,1,1,1,5,3,5,0,0.0,0.0,3.912023005428146,0.0,True,False,False,True,False,True
38,4,5,5,1,5,2,5,4,4,5,1,0,0.0,0.0,3.6635616461296463,0.0,True,False,False,False,True,True
36,5,2,3,1,5,5,4,4,2,3,1,0,0.0,0.0,3.6109179126442243,0.0,False,False,False,True,False,True
46,4,3,5,1,4,1,5,3,3,5,1,0,0.0,0.0,3.8501476017100584,0.0,False,False,True,True,False,False
67,5,2,1,1,1,5,4,1,2,5,3,0,0.0,0.0,4.219507705176107,0.0,True,False,True,True,False,False
37,1,2,3,4,2,3,2,1,3,2,2,15,0.0,15.0,3.6375861597263857,0.0,False,True,False,True,False,False
60,4,3,3,4,4,4,3,5,3,1,1,0,0.0,0.0,4.110873864173311,0.0,True,False,True,True,False,False
43,1,2,3,5,2,4,4,2,2,2,3,0,3.0,3.0,3.784189633918261,1.3862943611198906,True,False,False,False,False,True
56,5,1,5,5,3,5,5,2,4,2,1,0,0.0,0.0,4.04305126783455,0.0,False,False,True,True,False,False
40,2,5,3,3,2,1,5,3,3,5,4,86,76.0,162.0,3.713572066704308,4.343805421853684,False,False,False,True,False,True
43,4,3,2,1,4,3,4,2,5,4,2,33,21.0,54.0,3.784189633918261,3.091042453358316,True,False,False,False,False,True
40,1,3,2,1,5,3,5,2,3,1,5,7,11.0,18.0,3.713572066704308,2.4849066497880004,False,False,False,True,False,False
60,4,1,1,2,3,2,5,2,2,5,2,0,0.0,0.0,4.110873864173311,0.0,False,False,False,False,False,True
47,4,1,3,2,2,2,2,4,5,2,4,33,29.0,62.0,3.871201010907891,3.4011973816621555,True,False,True,True,False,False
52,4,1,3,1,5,1,5,3,1,3,1,30,29.0,59.0,3.970291913552122,3.4011973816621555,False,False,False,False,False,True
41,3,1,5,2,2,2,1,2,3,5,2,0,0.0,0.0,3.7376696182833684,0.0,False,False,False,False,False,True
44,1,4,4,2,2,4,1,1,4,5,4,0,0.0,0.0,3.8066624897703196,0.0,True,False,False,False,False,True
16,1,3,4,1,1,5,3,1,3,5,4,58,56.0,114.0,2.833213344056216,4.04305126783455,False,False,True,True,False,False
43,4,2,3,4,5,4,1,1,5,2,4,59,49.0,108.0,3.784189633918261,3.912023005428146,True,False,False,False,False,True
46,2,3,1,4,3,3,1,5,5,3,3,23,18.0,41.0,3.8501476017100584,2.9444389791664403,False,False,False,False,False,True
73,4,3,2,5,3,3,2,1,4,1,1,0,0.0,0.0,4.30406509320417,0.0,False,False,False,False,False,True
29,3,3,3,4,3,5,4,2,1,3,4,9,2.0,11.0,3.4011973816621555,1.0986122886681098,False,False,False,False,False,False
53,5,1,3,1,2,1,2,1,4,1,1,0,3.0,3.0,3.9889840465642745,1.3862943611198906,False,False,False,False,False,True
40,3,1,1,2,5,3,5,1,3,2,5,47,48.0,95.0,3.713572066704308,3.8918202981106265,False,False,False,False,True,True
46,2,4,1,1,3,1,1,3,5,5,4,12,6.0,18.0,3.8501476017100584,1.9459101490553132,False,False,False,False,False,True
59,4,3,4,3,3,4,5,5,1,1,2,0,0.0,0.0,4.0943445622221,0.0,False,False,False,False,False,True
48,1,5,3,2,2,2,4,2,2,5,5,0,0.0,0.0,3.8918202981106265,0.0,False,False,False,False,True,True
60,4,4,3,1,4,5,4,4,5,5,1,0,5.0,5.0,4.110873864173311,1.791759469228055,True,False,False,False,False,True
31,2,1,5,5,3,2,3,2,5,3,4,59,55.0,114.0,3.4657359027997265,4.02535169073515,False,False,False,False,False,True
53,1,3,2,5,5,1,3,3,2,2,2,0,0.0,0.0,3.9889840465642745,0.0,True,False,True,False,True,False
49,3,1,5,2,3,1,2,2,2,5,5,0,0.0,0.0,3.912023005428146,0.0,False,True,False,False,False,True
58,5,2,5,4,2,4,1,2,4,2,2,0,0.0,0.0,4.07753744390572,0.0,False,False,False,False,False,True
51,5,1,2,5,4,4,5,4,3,5,4,0,0.0,0.0,3.9512437185814275,0.0,True,False,False,True,False,True
36,4,1,3,3,4,1,3,3,2,5,2,9,25.0,34.0,3.6109179126442243,3.258096538021482,False,False,False,True,False,True
58,3,4,4,2,5,4,4,3,4,2,3,0,2.0,2.0,4.07753744390572,1.0986122886681098,True,False,False,False,False,True
57,2,2,2,3,4,5,4,2,1,3,3,15,0.0,15.0,4.060443010546419,0.0,True,False,False,False,False,True
47,5,5,1,2,3,3,3,2,1,2,1,47,45.0,92.0,3.871201010907891,3.828641396489095,False,False,False,False,False,True
39,3,5,3,4,1,5,4,5,1,3,1,0,0.0,0.0,3.6888794541139363,0.0,True,False,False,False,False,True
17,4,5,2,1,2,1,1,4,5,3,2,0,0.0,0.0,2.8903717578961645,0.0,False,True,False,False,False,True
44,1,3,2,2,3,3,1,1,4,1,1,0,2.0,2.0,3.8066624897703196,1.0986122886681098,True,False,False,False,False,True
60,4,5,2,1,3,1,2,1,3,2,1,5,10.0,15.0,4.110873864173311,2.3978952727983707,True,False,False,False,False,False
40,4,3,4,2,2,5,1,5,2,3,5,55,68.0,123.0,3.713572066704308,4.23410650459726,True,False,True,True,False,True
46,3,1,5,4,2,1,3,1,2,5,1,51,95.0,146.0,3.8501476017100584,4.564348191467836,False,False,False,False,False,True
63,5,5,5,3,3,4,3,3,5,2,3,8,7.0,15.0,4.1588830833596715,2.0794415416798357,True,False,False,False,False,True
65,3,4,2,1,4,1,1,2,4,2,4,0,0.0,0.0,4.189654742026425,0.0,False,False,False,False,False,False
28,1,2,2,3,5,5,3,1,1,3,3,0,0.0,0.0,3.367295829986474,0.0,True,False,False,False,False,True
42,3,2,5,2,3,4,2,2,2,4,3,0,0.0,0.0,3.7612001156935624,0.0,True,False,False,False,False,True
28,2,1,4,2,1,3,2,4,1,1,5,0,0.0,0.0,3.367295829986474,0.0,False,False,False,False,False,True
45,4,2,3,4,3,5,4,5,1,3,1,0,0.0,0.0,3.828641396489095,0.0,True,False,False,False,True,True
72,5,2,5,2,1,2,2,2,4,1,1,0,0.0,0.0,4.290459441148391,0.0,True,False,False,False,False,True
25,1,1,2,4,3,2,5,3,4,4,1,33,39.0,72.0,3.258096538021482,3.6888794541139363,True,True,False,True,False,False
37,4,1,4,2,3,5,1,3,5,1,3,0,0.0,0.0,3.6375861597263857,0.0,False,True,False,False,False,True
30,3,1,4,3,1,5,3,4,3,1,1,54,47.0,101.0,3.4339872044851463,3.871201010907891,False,False,False,False,False,True
26,2,4,2,2,5,2,3,2,5,4,3,0,11.0,11.0,3.295836866004329,2.4849066497880004,False,False,False,False,False,True
43,3,1,1,1,1,2,2,5,2,4,3,33,31.0,64.0,3.784189633918261,3.4657359027997265,False,False,False,False,False,True
44,4,1,4,5,5,2,2,5,2,5,5,0,0.0,0.0,3.8066624897703196,0.0,True,False,False,False,False,True
46,1,1,5,1,5,5,2,5,5,1,3,35,28.0,63.0,3.8501476017100584,3.367295829986474,True,False,False,False,False,True
45,5,5,1,1,1,4,3,3,4,4,1,7,0.0,7.0,3.828641396489095,0.0,False,False,False,False,False,True
46,4,5,3,4,2,1,5,3,2,5,5,0,0.0,0.0,3.8501476017100584,0.0,False,False,True,True,False,False
25,1,4,5,2,1,1,3,4,4,4,4,0,0.0,0.0,3.258096538021482,0.0,False,False,False,False,False,True
29,4,4,2,3,2,4,2,3,5,2,4,10,14.0,24.0,3.4011973816621555,2.70805020110221,True,True,False,False,False,True
28,2,2,1,2,3,1,5,1,5,2,3,4,1.0,5.0,3.367295829986474,0.6931471805599453,True,False,False,False,False,True
21,3,5,5,5,2,4,2,1,2,4,1,0,0.0,0.0,3.091042453358316,0.0,False,True,False,False,False,True
30,5,4,4,2,4,4,5,5,1,3,5,0,10.0,10.0,3.4339872044851463,2.3978952727983707,False,True,False,True,False,False
63,1,4,2,5,3,1,2,4,3,4,1,0,0.0,0.0,4.1588830833596715,0.0,True,False,True,True,False,False
31,5,2,1,5,3,1,5,5,4,4,4,0,0.0,0.0,3.4657359027997265,0.0,False,False,False,False,False,True
44,5,1,4,1,2,1,1,5,3,5,3,4,0.0,4.0,3.8066624897703196,0.0,True,False,False,False,False,True
42,5,3,2,5,2,3,5,3,3,3,5,20,7.0,27.0,3.7612001156935624,2.0794415416798357,False,False,False,False,False,True
39,1,2,2,5,4,1,2,1,5,3,1,8,0.0,8.0,3.6888794541139363,0.0,True,False,False,False,False,True
45,1,3,1,3,3,5,4,4,5,2,4,0,27.0,27.0,3.828641396489095,3.332204510175204,False,False,True,False,False,False
24,5,2,1,4,2,5,2,1,5,3,3,1,0.0,1.0,3.2188758248682006,0.0,True,False,True,True,False,False
54,3,2,1,2,1,3,4,3,4,3,1,0,0.0,0.0,4.007333185232471,0.0,False,False,False,False,True,True
8,4,1,5,3,5,5,3,3,3,4,1,2,2.0,4.0,2.1972245773362196,1.0986122886681098,False,False,False,False,False,True
27,5,4,2,4,5,1,5,2,3,3,3,70,38.0,108.0,3.332204510175204,3.6635616461296463,True,False,False,False,False,True
33,2,5,3,1,2,3,5,3,5,3,4,0,0.0,0.0,3.5263605246161616,0.0,False,False,True,True,False,True
52,5,2,4,3,4,2,2,3,1,5,2,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,True
47,1,1,1,3,2,2,3,1,5,1,2,7,0.0,7.0,3.871201010907891,0.0,False,False,False,False,False,True
33,4,3,2,1,4,4,2,4,5,5,1,0,0.0,0.0,3.5263605246161616,0.0,True,False,True,True,False,False
15,2,4,4,5,3,1,1,1,2,5,5,0,0.0,0.0,2.772588722239781,0.0,False,False,True,True,False,False
22,4,2,3,1,1,4,1,1,5,4,3,0,0.0,0.0,3.1354942159291497,0.0,False,False,False,False,False,True
52,4,3,4,2,3,2,4,2,4,1,1,12,10.0,22.0,3.970291913552122,2.3978952727983707,True,False,False,False,False,True
16,2,2,3,1,1,5,5,1,3,4,5,22,13.0,35.0,2.833213344056216,2.6390573296152584,False,False,False,False,False,True
36,5,5,1,3,4,3,4,4,5,2,3,19,14.0,33.0,3.6109179126442243,2.70805020110221,True,False,False,False,False,True
34,5,5,5,1,2,2,4,4,1,1,4,30,33.0,63.0,3.5553480614894135,3.5263605246161616,True,False,False,False,False,True
39,5,4,3,2,2,4,5,2,3,2,1,0,4.0,4.0,3.6888794541139363,1.6094379124341003,True,False,False,False,False,True
53,3,3,1,5,2,5,1,1,3,3,4,9,13.0,22.0,3.9889840465642745,2.6390573296152584,True,False,False,False,False,True
64,5,5,4,5,2,3,4,3,1,3,4,29,9.0,38.0,4.174387269895637,2.302585092994046,True,False,False,False,False,False
11,2,1,4,4,3,5,5,3,2,5,3,14,19.0,33.0,2.4849066497880004,2.995732273553991,True,True,False,True,False,False
58,3,4,4,4,3,2,1,3,1,3,5,0,14.0,14.0,4.07753744390572,2.70805020110221,True,False,True,True,False,False
37,5,2,5,2,4,5,5,4,4,2,4,0,0.0,0.0,3.6375861597263857,0.0,False,False,True,False,True,False
46,3,3,2,4,1,5,5,3,1,2,3,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,False,False,True
20,2,3,3,5,1,4,2,4,2,1,2,0,1.0,1.0,3.044522437723423,0.6931471805599453,True,True,False,True,False,False
25,5,1,2,5,1,5,1,5,5,1,5,0,0.0,0.0,3.258096538021482,0.0,True,True,False,False,False,True
28,1,5,4,4,2,3,4,2,5,3,5,7,12.0,19.0,3.367295829986474,2.5649493574615367,True,False,True,True,False,False
61,2,3,5,1,3,2,5,5,3,4,4,43,74.0,117.0,4.127134385045092,4.31748811353631,False,True,False,True,False,True
22,4,1,1,5,5,1,2,1,5,4,3,67,67.0,134.0,3.1354942159291497,4.219507705176107,True,False,False,False,False,False
34,4,1,5,4,5,5,3,3,5,4,1,0,0.0,0.0,3.5553480614894135,0.0,True,False,True,True,False,False
54,2,2,2,4,2,2,3,4,1,4,5,57,52.0,109.0,4.007333185232471,3.970291913552122,True,False,False,False,False,True
31,4,1,4,2,5,5,2,4,3,4,2,2,12.0,14.0,3.4657359027997265,2.5649493574615367,False,False,False,False,False,True
46,2,4,3,2,1,5,1,4,3,3,2,36,48.0,84.0,3.8501476017100584,3.8918202981106265,False,False,False,False,False,True
41,1,3,5,5,1,4,3,2,1,2,2,0,0.0,0.0,3.7376696182833684,0.0,True,False,False,False,False,True
48,2,4,2,3,4,2,4,1,4,5,4,0,0.0,0.0,3.8918202981106265,0.0,True,False,True,True,False,False
25,5,1,2,4,2,3,2,2,4,1,3,47,41.0,88.0,3.258096538021482,3.7376696182833684,False,False,True,False,True,False
39,5,1,1,1,4,1,5,3,4,2,5,0,0.0,0.0,3.6888794541139363,0.0,True,False,False,False,False,True
54,3,4,3,3,1,5,2,5,1,5,2,8,6.0,14.0,4.007333185232471,1.9459101490553132,False,False,False,False,False,True
40,4,2,2,4,3,2,4,2,5,1,4,0,0.0,0.0,3.713572066704308,0.0,True,False,False,True,False,True
45,4,1,3,3,2,2,2,2,2,3,1,31,27.0,58.0,3.828641396489095,3.332204510175204,True,False,False,False,False,True
49,2,4,4,4,4,5,4,3,4,5,4,14,8.0,22.0,3.912023005428146,2.1972245773362196,True,False,False,False,False,True
53,4,4,5,4,4,1,4,5,5,4,5,87,33.0,120.0,3.9889840465642745,3.5263605246161616,True,False,False,False,False,True
57,5,3,2,3,1,5,2,5,4,1,4,0,0.0,0.0,4.060443010546419,0.0,False,False,False,False,False,True
41,1,2,4,2,4,1,2,2,2,4,2,0,0.0,0.0,3.7376696182833684,0.0,True,False,True,True,False,True
37,2,5,1,4,1,2,2,4,5,2,2,0,0.0,0.0,3.6375861597263857,0.0,False,False,False,False,False,True
45,4,4,3,5,3,5,5,4,4,3,1,0,0.0,0.0,3.828641396489095,0.0,False,False,False,False,False,True
38,5,3,4,3,4,2,5,3,1,4,3,10,0.0,10.0,3.6635616461296463,0.0,False,False,False,True,False,True
34,3,5,3,2,1,5,4,1,4,4,1,36,32.0,68.0,3.5553480614894135,3.4965075614664802,True,True,False,True,False,False
44,4,3,3,1,1,5,3,3,3,1,1,84,41.0,125.0,3.8066624897703196,3.7376696182833684,True,False,True,True,False,False
48,1,3,2,4,3,3,2,3,1,4,3,0,0.0,0.0,3.8918202981106265,0.0,True,False,False,True,False,True
27,1,2,3,4,4,4,3,4,1,2,1,1,12.0,13.0,3.332204510175204,2.5649493574615367,False,False,False,False,False,False
55,4,1,4,5,3,5,1,5,2,4,4,1,0.0,1.0,4.02535169073515,0.0,False,False,False,True,False,True
29,4,2,1,2,3,5,1,3,5,2,3,4,0.0,4.0,3.4011973816621555,0.0,True,False,False,False,False,True
55,5,5,2,4,3,2,2,1,2,3,3,0,0.0,0.0,4.02535169073515,0.0,True,False,True,True,False,False
41,4,2,5,2,4,1,1,1,1,3,4,0,0.0,0.0,3.7376696182833684,0.0,False,False,False,True,False,True
37,3,1,1,4,5,2,3,5,2,4,3,35,32.0,67.0,3.6375861597263857,3.4965075614664802,True,True,False,True,False,False
55,5,2,4,1,1,4,1,5,5,1,1,0,2.0,2.0,4.02535169073515,1.0986122886681098,True,False,False,False,False,True
22,2,2,2,5,1,5,2,4,1,3,2,0,3.0,3.0,3.1354942159291497,1.3862943611198906,False,True,False,True,False,False
50,3,2,3,1,3,2,4,2,4,4,4,0,48.0,48.0,3.9318256327243257,3.8918202981106265,False,False,False,False,False,True
53,5,4,1,1,3,1,5,2,2,3,1,3,0.0,3.0,3.9889840465642745,0.0,False,False,False,False,False,True
40,5,4,2,3,5,4,5,4,1,3,4,0,0.0,0.0,3.713572066704308,0.0,True,False,False,False,False,True
56,1,2,5,1,2,4,5,5,1,3,4,21,55.0,76.0,4.04305126783455,4.02535169073515,True,False,False,False,False,True
41,5,1,5,5,1,5,4,1,4,5,5,3,0.0,3.0,3.7376696182833684,0.0,True,False,False,False,False,True
61,3,1,5,5,2,4,1,4,3,4,3,18,56.0,74.0,4.127134385045092,4.04305126783455,True,True,False,False,False,True
62,4,1,2,4,3,1,5,3,2,2,1,0,0.0,0.0,4.143134726391533,0.0,False,False,False,True,False,True
32,3,1,1,1,1,2,3,2,5,4,3,14,0.0,14.0,3.4965075614664802,0.0,True,False,False,False,False,True
29,2,3,3,2,1,4,1,5,4,3,1,5,3.0,8.0,3.4011973816621555,1.3862943611198906,False,False,False,False,False,True
22,5,2,1,3,3,3,4,1,4,3,4,0,0.0,0.0,3.1354942159291497,0.0,False,False,False,False,False,True
59,5,2,3,3,2,2,5,3,3,4,1,0,10.0,10.0,4.0943445622221,2.3978952727983707,True,False,False,False,False,True
41,5,3,1,3,2,1,1,3,4,5,3,0,0.0,0.0,3.7376696182833684,0.0,False,False,False,False,False,True
59,5,1,1,5,4,1,4,2,2,3,3,3,0.0,3.0,4.0943445622221,0.0,True,False,False,False,False,True
47,1,5,2,5,4,5,2,2,5,1,4,0,0.0,0.0,3.871201010907891,0.0,True,False,False,False,False,True
50,1,5,5,4,5,4,5,2,4,3,3,0,0.0,0.0,3.9318256327243257,0.0,False,False,False,False,False,True
40,4,3,5,1,5,5,2,1,1,1,1,2,0.0,2.0,3.713572066704308,0.0,True,False,False,True,False,True
60,5,5,5,5,2,4,2,5,1,4,5,0,0.0,0.0,4.110873864173311,0.0,True,False,False,False,False,True
30,2,4,5,3,3,2,5,2,4,5,2,0,6.0,6.0,3.4339872044851463,1.9459101490553132,True,False,False,False,False,False
34,4,2,1,5,2,5,3,5,5,5,4,59,78.0,137.0,3.5553480614894135,4.3694478524670215,False,False,False,False,True,True
36,5,5,5,1,1,5,2,1,3,1,5,12,14.0,26.0,3.6109179126442243,2.70805020110221,False,True,False,False,True,False
31,1,4,1,5,4,5,4,5,3,3,4,78,82.0,160.0,3.4657359027997265,4.418840607796598,False,False,False,False,False,True
19,2,2,3,1,4,5,3,1,1,3,5,7,2.0,9.0,2.995732273553991,1.0986122886681098,True,False,True,True,False,False
48,4,4,4,4,2,3,2,3,2,5,2,2,0.0,2.0,3.8918202981106265,0.0,False,True,False,False,False,False
