Customer ID,Gender,Customer Type,Age,Type of Travel,Class,Arrival Service,Booking Services,Immediate Transfer,Lounge Service,Check-in Service,Boarding Service,Layover Service,Onboard Services,Baggage Service,Immigration Security,Call Center Service,Departure Delay,Arrival Delay,Total Delay,Satisfaction
63883,Male,Loyal Customer,43,Business travel,Eco,4,1,3,2,1,4,4,3,4,3,2,14,15,29,DisSatisfied
105526,Male,Loyal Customer,49,Business travel,Business,5,1,1,4,3,5,2,3,1,5,2,35,27,62,Satisfied
22983,Male,Loyal Customer,48,Business travel,Business,4,3,5,4,2,3,1,3,5,4,3,12,21,33,Satisfied
13065,Female,Loyal Customer,43,Business travel,Eco,3,1,1,2,1,4,5,2,4,5,5,9,14,23,Satisfied
109465,Female,Loyal Customer,24,Business travel,Business,4,4,2,4,2,3,4,1,2,4,4,0,0,0,Satisfied
33230,Male,Loyal Customer,69,Business travel,Leisure,5,4,4,1,3,1,2,2,3,4,5,2,4,6,Satisfied
66439,Male,Loyal Customer,32,Business travel,Business,1,2,2,3,1,1,5,5,5,5,5,41,31,72,Satisfied
97167,Female,Loyal Customer,36,Personal Travel,Eco,2,3,2,2,3,1,3,2,3,3,5,1,0,1,Satisfied
76451,Male,Loyal Customer,43,Business travel,Business,3,3,3,3,4,4,5,1,4,1,3,61,52,113,Satisfied
1783,Female,disloyal Customer,24,Business travel,Eco,5,1,5,4,1,2,4,1,2,5,1,39,51,90,DisSatisfied
79333,Male,Loyal Customer,56,Business travel,Business,3,5,4,5,2,3,1,4,1,1,4,0,1,1,Satisfied
125381,Female,disloyal Customer,24,Business travel,Business,4,5,1,4,4,4,2,5,3,4,3,0,0,0,Satisfied
31823,Male,Loyal Customer,40,Business travel,Business,3,5,4,4,2,3,4,1,2,3,5,0,12,12,Satisfied
33419,Male,Loyal Customer,29,Business travel,Business,5,2,1,2,3,5,1,3,2,3,3,0,0,0,Satisfied
46199,Female,Loyal Customer,39,Business travel,Leisure,2,3,1,3,3,1,2,3,1,3,3,50,53,103,Satisfied
111006,Female,Loyal Customer,47,Business travel,Business,2,1,5,2,4,1,4,5,5,4,3,7,19,26,Satisfied
80555,Male,Loyal Customer,54,Business travel,Business,3,2,2,1,4,2,3,5,2,1,5,29,4,33,Satisfied
107913,Female,Loyal Customer,58,Personal Travel,Eco,1,4,1,3,1,1,1,1,4,3,5,0,0,0,DisSatisfied
81257,Male,Loyal Customer,40,Business travel,Business,3,4,5,1,2,5,1,5,2,3,1,0,0,0,Satisfied
71285,Female,Loyal Customer,24,Business travel,Business,4,4,2,1,5,3,5,4,3,4,1,0,0,0,Satisfied
61624,Male,Loyal Customer,40,Business travel,Business,2,3,2,2,3,4,3,4,1,3,2,0,0,0,DisSatisfied
83280,Female,Loyal Customer,51,Personal Travel,Eco,2,4,4,4,5,1,2,1,2,3,4,8,0,8,Satisfied
55508,Female,Loyal Customer,56,Business travel,Business,2,5,4,5,5,4,5,3,2,4,4,0,0,0,Satisfied
70538,Male,Loyal Customer,33,Business travel,Business,1,4,4,4,4,2,3,2,2,3,2,0,0,0,Satisfied
57089,Male,Loyal Customer,40,Business travel,Business,1,2,3,4,2,1,4,3,1,2,3,6,3,9,Satisfied
74910,Female,Loyal Customer,48,Business travel,Business,5,4,2,3,5,2,1,1,3,1,3,27,62,89,Satisfied
5602,Female,Loyal Customer,57,Business travel,Business,3,5,3,2,2,3,5,5,5,3,1,0,0,0,Satisfied
16376,Female,Loyal Customer,17,Business travel,Eco,3,4,4,3,4,3,1,2,3,1,2,0,0,0,Satisfied
55060,Male,Loyal Customer,41,Business travel,Business,4,1,5,5,5,5,3,1,3,2,2,68,51,119,Satisfied
82436,Male,Loyal Customer,49,Business travel,Business,2,5,4,2,5,1,1,2,2,3,4,0,0,0,DisSatisfied
4954,Female,Loyal Customer,59,Business travel,Business,1,3,1,4,3,4,5,4,5,2,5,0,0,0,Satisfied
120132,Female,Loyal Customer,26,Business travel,Business,4,4,5,1,5,1,4,1,3,1,4,0,0,0,Satisfied
19651,Female,Loyal Customer,35,Business travel,Eco,4,2,5,4,1,3,5,4,4,4,5,59,66,125,Satisfied
100620,Female,Loyal Customer,66,Business travel,Eco,1,4,2,4,4,2,2,2,2,1,3,0,0,0,Satisfied
21841,Male,Loyal Customer,39,Business travel,Business,3,2,3,2,1,5,1,1,2,5,5,77,10,87,Satisfied
91919,Male,Loyal Customer,35,Business travel,Business,2,1,1,4,5,4,5,4,2,4,4,90,83,173,Satisfied
24146,Male,Loyal Customer,38,Business travel,Business,3,3,5,5,5,2,5,1,2,3,4,0,0,0,DisSatisfied
55562,Male,Loyal Customer,10,Business travel,Leisure,4,5,3,4,1,4,4,2,1,5,3,12,10,22,DisSatisfied
20818,Female,Loyal Customer,30,Business travel,Business,2,5,3,1,3,5,1,2,1,2,4,97,91,188,Satisfied
56511,Female,Loyal Customer,42,Business travel,Business,5,3,1,2,3,5,1,3,4,2,3,0,28,28,DisSatisfied
30449,Female,Loyal Customer,41,Business travel,Business,4,1,1,5,1,4,2,4,1,5,2,0,0,0,Satisfied
112246,Female,Loyal Customer,34,Business travel,Business,3,1,4,2,1,3,3,2,3,3,1,41,48,89,Satisfied
72002,Female,Loyal Customer,54,Personal Travel,Eco,3,4,4,1,4,2,3,2,1,3,4,0,0,0,DisSatisfied
32877,Female,Loyal Customer,23,Personal Travel,Eco,3,1,5,3,3,2,1,1,2,5,5,0,2,2,DisSatisfied
68856,Female,Loyal Customer,44,Business travel,Business,1,4,5,5,2,1,5,5,1,1,3,0,0,0,Satisfied
123696,Male,Loyal Customer,25,Personal Travel,Eco,4,2,5,1,5,2,3,5,4,5,1,0,0,0,DisSatisfied
41539,Female,Loyal Customer,23,Business travel,Business,2,3,4,3,5,3,3,4,4,4,2,41,65,106,Satisfied
70714,Male,Loyal Customer,25,Business travel,Business,3,2,5,1,1,3,5,3,2,4,3,0,0,0,Satisfied
29364,Male,Loyal Customer,36,Business travel,Eco,3,2,5,3,2,4,2,5,3,5,1,0,0,0,Satisfied
94922,Female,Loyal Customer,49,Business travel,Eco,1,2,4,3,3,1,2,5,4,1,5,0,0,0,Satisfied
536,Female,Loyal Customer,51,Business travel,Business,2,2,4,2,3,2,1,4,1,4,2,0,0,0,Satisfied
32761,Male,disloyal Customer,34,Business travel,Business,4,5,5,4,3,2,3,4,4,3,5,0,0,0,DisSatisfied
81173,Male,Loyal Customer,47,Business travel,Business,5,1,5,4,1,5,5,2,3,4,5,59,64,123,Satisfied
5121,Female,Loyal Customer,38,Business travel,Business,1,3,3,1,1,4,2,2,3,3,2,0,70,70,Satisfied
66330,Female,Loyal Customer,35,Business travel,Business,4,3,2,3,5,1,5,1,3,4,5,5,3,8,Satisfied
10146,Female,Loyal Customer,63,Business travel,Business,5,2,4,4,5,3,1,1,4,5,4,1,0,1,DisSatisfied
1423,Male,Loyal Customer,60,Business travel,Business,3,3,2,1,3,2,1,5,5,4,5,0,0,0,Satisfied
65213,Male,Loyal Customer,36,Business travel,Business,3,4,4,1,5,2,2,5,5,4,1,0,0,0,Satisfied
125275,Male,Loyal Customer,49,Business travel,Business,2,3,3,5,5,5,3,4,1,1,3,2,13,15,Satisfied
124266,Female,Loyal Customer,64,Business travel,Business,5,2,2,2,3,5,5,4,4,5,5,0,0,0,Satisfied
93325,Female,Loyal Customer,11,Personal Travel,Eco,3,3,3,2,1,2,3,1,5,1,2,0,0,0,DisSatisfied
13142,Male,Loyal Customer,66,Personal Travel,Eco,3,1,1,3,5,2,2,1,1,2,4,14,14,28,DisSatisfied
122827,Male,Loyal Customer,37,Business travel,Business,2,2,2,4,1,5,1,1,2,5,3,0,0,0,Satisfied
57102,Female,Loyal Customer,56,Business travel,Business,4,5,2,3,2,3,1,3,2,4,5,65,52,117,Satisfied
37540,Male,disloyal Customer,19,Business travel,Eco,3,1,2,4,1,2,2,1,4,2,1,30,34,64,DisSatisfied
119448,Female,Loyal Customer,33,Business travel,Business,1,3,1,4,4,4,1,2,4,3,2,0,0,0,Satisfied
66504,Female,Loyal Customer,41,Business travel,Business,1,5,1,4,4,2,4,5,2,5,5,0,0,0,Satisfied
62900,Female,Loyal Customer,44,Business travel,Business,4,1,3,4,3,4,1,3,1,5,4,0,0,0,Satisfied
17733,Female,Loyal Customer,42,Business travel,Business,5,4,1,4,4,5,4,1,2,4,5,81,68,149,DisSatisfied
32307,Female,Loyal Customer,28,Business travel,Business,2,1,4,5,2,3,4,2,4,5,5,0,0,0,Satisfied
127280,Female,Loyal Customer,15,Personal Travel,Eco,1,5,5,5,1,1,4,1,4,4,1,57,56,113,DisSatisfied
128170,Male,Loyal Customer,60,Business travel,Business,1,4,2,4,1,1,3,3,1,4,1,0,0,0,Satisfied
42691,Female,Loyal Customer,45,Business travel,Business,4,3,3,1,5,1,2,4,1,5,4,0,0,0,Satisfied
114822,Female,Loyal Customer,45,Business travel,Business,5,2,3,1,5,5,2,2,3,5,1,0,0,0,Satisfied
1776,Male,disloyal Customer,22,Business travel,Eco,5,3,3,2,5,5,2,4,4,3,5,0,0,0,DisSatisfied
54166,Male,Loyal Customer,10,Business travel,Business,4,2,3,4,1,2,4,1,3,4,4,0,0,0,Satisfied
25492,Female,Loyal Customer,39,Business travel,Business,1,2,2,1,1,3,4,5,3,1,4,16,0,16,Satisfied
36416,Female,disloyal Customer,41,Business travel,Business,2,5,3,2,5,3,4,4,3,3,5,0,0,0,Satisfied
99143,Male,Loyal Customer,37,Business travel,Business,1,4,2,1,1,2,1,5,4,3,3,6,0,6,Satisfied
71867,Female,Loyal Customer,62,Personal Travel,Eco,5,4,3,2,2,3,5,4,4,1,1,19,13.91689653,32.91689653,Satisfied
40175,Female,Loyal Customer,41,Business travel,Eco,1,1,3,3,5,3,5,3,4,5,2,0,0,0,Satisfied
102107,Female,disloyal Customer,27,Business travel,Business,2,3,5,1,4,2,1,2,1,5,5,2,0,2,DisSatisfied
104912,Female,Loyal Customer,40,Business travel,Business,3,5,4,4,5,5,5,4,3,4,4,87,88,175,Satisfied
69941,Male,disloyal Customer,29,Business travel,Business,1,3,1,4,4,1,5,3,4,5,1,0,0,0,Satisfied
115100,Male,Loyal Customer,39,Business travel,Business,4,1,1,5,3,2,3,5,3,1,3,0,0,0,Satisfied
25031,Male,Loyal Customer,26,Business travel,Business,3,1,1,3,4,2,5,2,1,3,2,0,0,0,DisSatisfied
19989,Male,Loyal Customer,46,Business travel,Eco,4,5,4,3,2,1,1,3,5,3,5,39,48,87,Satisfied
74855,Male,disloyal Customer,50,Business travel,Business,4,1,2,1,1,1,4,1,1,2,3,0,0,0,Satisfied
84067,Female,Loyal Customer,43,Business travel,Business,4,5,1,2,2,4,3,3,4,5,5,0,0,0,Satisfied
100019,Male,Loyal Customer,49,Business travel,Business,1,1,1,5,3,4,5,4,2,1,5,52,46,98,DisSatisfied
17201,Male,Loyal Customer,57,Business travel,Eco,5,4,1,3,2,4,1,1,4,5,1,0,0,0,Satisfied
45080,Male,Loyal Customer,70,Personal Travel,Eco,3,5,2,3,2,5,2,4,5,5,4,88,20,108,DisSatisfied
75394,Male,Loyal Customer,54,Business travel,Business,2,4,4,4,3,2,2,5,1,4,2,0,0,0,Satisfied
114197,Male,Loyal Customer,33,Business travel,Business,5,4,4,4,2,4,3,4,4,2,4,21,11,32,Satisfied
76561,Female,Loyal Customer,25,Business travel,Business,1,5,2,2,3,5,2,2,3,5,4,0,0,0,Satisfied
91684,Female,Loyal Customer,52,Business travel,Business,4,3,5,1,1,1,1,5,4,2,3,5,6,11,DisSatisfied
113968,Female,Loyal Customer,58,Business travel,Business,2,2,3,2,5,4,2,1,2,1,1,0,0,0,Satisfied
52063,Female,Loyal Customer,44,Business travel,Eco,3,1,2,1,1,2,2,3,5,1,5,0,0,0,Satisfied
22141,Male,Loyal Customer,44,Business travel,Leisure,5,1,3,5,1,3,5,3,1,3,2,37,33,70,Satisfied
31461,Male,Loyal Customer,25,Business travel,Eco,5,3,4,3,1,5,1,2,4,1,5,10,0,10,Satisfied
5649,Male,Loyal Customer,42,Business travel,Business,2,2,3,2,2,5,1,3,3,3,1,0,2,2,Satisfied
49540,Male,Loyal Customer,59,Business travel,Business,1,3,1,1,1,1,1,2,4,5,2,0,0,0,Satisfied
108989,Female,Loyal Customer,55,Business travel,Business,3,2,3,5,3,1,4,4,4,1,2,0,0,0,Satisfied
82410,Female,Loyal Customer,45,Business travel,Business,2,5,3,2,3,1,1,4,4,1,5,0,0,0,Satisfied
126900,Male,Loyal Customer,8,Business travel,Business,4,5,4,3,3,4,5,3,3,1,4,0,0,0,Satisfied
98970,Male,Loyal Customer,63,Business travel,Eco,3,4,5,5,3,1,2,3,2,4,3,0,0,0,Satisfied
53161,Female,Loyal Customer,62,Business travel,Business,5,4,3,4,1,3,2,2,3,1,2,2,0,2,Satisfied
55886,Female,Loyal Customer,30,Business travel,Business,2,5,4,3,4,5,2,5,3,2,5,0,0,0,Satisfied
87980,Male,Loyal Customer,48,Business travel,Business,5,4,1,4,5,5,1,3,4,3,5,24,26,50,Satisfied
94122,Female,Loyal Customer,25,Business travel,Business,5,5,3,5,4,1,1,5,5,5,1,2,0,2,Satisfied
89444,Female,Loyal Customer,20,Personal Travel,Eco,5,3,3,5,2,2,3,1,2,4,2,0,1,1,DisSatisfied
46874,Male,Loyal Customer,31,Business travel,Business,1,1,1,4,1,5,3,3,5,1,1,0,0,0,Satisfied
112189,Female,Loyal Customer,60,Business travel,Business,5,5,2,1,4,4,3,1,4,3,5,0,0,0,Satisfied
52472,Female,Loyal Customer,63,Personal Travel,Leisure,4,5,5,5,1,2,4,3,3,4,2,0,15,15,Satisfied
14212,Female,Loyal Customer,61,Personal Travel,Eco,4,5,1,2,3,2,3,1,2,5,5,0,0,0,Satisfied
67371,Female,Loyal Customer,42,Business travel,Business,3,4,1,2,2,3,5,1,4,1,2,0,2,2,Satisfied
33401,Female,Loyal Customer,56,Business travel,Business,5,4,1,5,4,1,1,3,5,4,5,6,0,6,Satisfied
105199,Male,Loyal Customer,39,Personal Travel,Leisure,5,4,2,4,5,4,4,2,1,3,1,32,15,47,Satisfied
27666,Female,Loyal Customer,39,Business travel,Business,2,4,1,4,3,2,5,1,3,1,1,0,0,0,Satisfied
87904,Male,Loyal Customer,39,Business travel,Business,1,3,2,3,3,2,2,3,4,5,2,3,0,3,Satisfied
58909,Male,disloyal Customer,41,Business travel,Eco,3,5,5,4,2,1,3,4,1,4,5,3,0,3,DisSatisfied
19094,Male,Loyal Customer,43,Business travel,Business,5,3,2,1,3,4,3,4,3,3,1,11,0,11,Satisfied
42650,Male,Loyal Customer,40,Personal Travel,Eco,2,4,5,1,3,1,1,1,1,3,4,4,0,4,DisSatisfied
129439,Female,disloyal Customer,72,Business travel,Eco,1,3,5,2,4,4,5,4,4,4,3,0,0,0,Satisfied
81154,Female,Loyal Customer,58,Business travel,Business,3,5,5,5,3,1,5,2,2,3,4,0,0,0,Satisfied
62535,Female,disloyal Customer,23,Business travel,Business,3,5,4,2,2,1,3,2,3,5,5,7,7,14,Satisfied
94592,Male,Loyal Customer,43,Business travel,Business,5,4,5,5,1,1,3,4,4,4,1,0,13,13,Satisfied
126214,Male,Loyal Customer,58,Business travel,Business,3,5,2,2,2,3,5,4,5,2,4,0,1,1,Satisfied
90479,Female,Loyal Customer,49,Business travel,Business,2,3,4,5,2,1,5,3,4,5,5,0,0,0,Satisfied
127445,Female,Loyal Customer,33,Personal Travel,Leisure,3,2,1,5,1,2,2,2,5,3,3,0,19,19,DisSatisfied
59268,Male,Loyal Customer,26,Personal Travel,Eco,4,5,1,2,4,3,3,3,4,5,1,0,0,0,Satisfied
61311,Female,Loyal Customer,53,Business travel,Business,2,3,3,3,5,1,3,2,2,2,5,4,3,7,Satisfied
42900,Male,Loyal Customer,36,Business travel,Business,1,3,5,1,5,4,5,2,2,1,4,0,0,0,Satisfied
61348,Male,Loyal Customer,44,Business travel,Business,1,3,3,4,2,5,1,5,5,4,3,39,27,66,Satisfied
63094,Female,Loyal Customer,52,Business travel,Business,5,5,5,1,4,3,5,2,2,4,4,0,5,5,Satisfied
52448,Male,Loyal Customer,30,Personal Travel,Eco,5,2,5,4,4,4,3,1,2,2,2,60,56,116,DisSatisfied
37437,Male,disloyal Customer,27,Business travel,Eco,4,4,2,5,4,3,2,1,5,2,2,0,2,2,Satisfied
119999,Female,Loyal Customer,43,Business travel,Business,1,4,2,2,4,4,3,1,3,1,3,0,0,0,Satisfied
32018,Male,Loyal Customer,42,Business travel,Business,1,5,1,2,2,2,4,4,4,3,5,11,17,28,Satisfied
25649,Female,Loyal Customer,18,Personal Travel,Eco,1,5,4,4,3,4,3,3,2,3,2,4,0,4,DisSatisfied
73915,Female,disloyal Customer,28,Business travel,Business,1,1,1,2,5,2,3,5,1,2,3,0,0,0,Satisfied
18235,Female,disloyal Customer,20,Business travel,Eco,3,2,5,2,5,4,3,1,3,3,5,1,0,1,Satisfied
50817,Female,Loyal Customer,56,Personal Travel,Eco,2,3,4,2,1,3,5,4,2,5,2,11,3,14,Satisfied
53791,Male,Loyal Customer,29,Business travel,Eco,2,3,3,1,2,5,1,3,1,4,1,15,2,17,Satisfied
114774,Male,Loyal Customer,46,Business travel,Business,4,4,5,2,5,3,3,4,4,5,2,76,66,142,Satisfied
87374,Female,Loyal Customer,37,Business travel,Business,3,5,2,3,2,2,3,4,2,3,5,0,0,0,Satisfied
116804,Male,Loyal Customer,59,Personal Travel,Leisure,1,2,1,4,2,4,3,3,1,3,4,0,0,0,DisSatisfied
43965,Female,Loyal Customer,50,Business travel,Business,1,4,1,1,4,4,3,3,1,3,5,0,0,0,Satisfied
23465,Female,Loyal Customer,32,Business travel,Business,5,2,3,1,1,4,3,2,2,3,1,0,0,0,DisSatisfied
89040,Female,disloyal Customer,29,Business travel,Business,5,5,1,5,2,5,2,2,4,1,1,16,0,16,Satisfied
46595,Female,disloyal Customer,39,Business travel,Eco,4,3,1,5,5,3,5,1,2,5,5,79,69,148,DisSatisfied
5686,Male,Loyal Customer,48,Business travel,Business,1,1,4,2,5,3,5,1,2,2,2,0,0,0,Satisfied
103584,Female,Loyal Customer,45,Business travel,Business,4,2,5,1,1,4,3,2,4,4,5,0,0,0,DisSatisfied
56541,Female,Loyal Customer,56,Business travel,Business,3,3,4,1,2,4,2,3,3,5,3,0,0,0,Satisfied
33269,Male,Loyal Customer,41,Personal Travel,Leisure,2,2,4,2,4,4,4,4,5,2,5,3,4,7,DisSatisfied
102208,Female,Loyal Customer,48,Business travel,Business,1,2,1,4,1,3,4,2,2,4,5,22,6,28,Satisfied
38707,Male,Loyal Customer,20,Business travel,Business,3,2,5,1,2,5,2,1,3,3,4,0,0,0,Satisfied
90977,Female,disloyal Customer,26,Business travel,Eco,1,5,1,5,1,4,4,1,1,2,3,0,0,0,Satisfied
55151,Female,Loyal Customer,65,Personal Travel,Eco,5,4,1,2,4,4,5,2,5,5,4,1,27,28,DisSatisfied
75060,Female,Loyal Customer,60,Business travel,Business,4,2,4,1,3,5,4,2,3,4,4,64,46,110,Satisfied
25688,Female,Loyal Customer,58,Business travel,Business,5,5,2,5,3,5,3,5,1,1,3,2,0,2,Satisfied
93207,Female,Loyal Customer,43,Personal Travel,Eco,2,1,2,3,3,4,1,5,4,2,2,1,22,23,Satisfied
32064,Male,Loyal Customer,36,Business travel,Eco,5,4,4,1,4,2,2,2,4,2,3,0,0,0,Satisfied
108742,Male,disloyal Customer,25,Business travel,Business,1,5,4,2,4,5,1,4,4,3,1,17,2,19,Satisfied
67621,Female,disloyal Customer,22,Business travel,Business,5,1,1,5,1,5,2,5,1,4,2,0,0,0,Satisfied
44559,Female,Loyal Customer,22,Business travel,Leisure,1,4,5,1,5,3,2,3,1,2,3,0,0,0,Satisfied
39476,Male,Loyal Customer,38,Business travel,Business,2,5,1,5,4,1,2,3,4,1,4,0,0,0,Satisfied
56852,Female,Loyal Customer,49,Business travel,Business,5,1,1,2,4,4,5,4,3,4,1,2,16,18,Satisfied
83579,Female,disloyal Customer,23,Business travel,Eco,4,5,3,1,3,1,5,5,1,5,5,0,0,0,Satisfied
71263,Male,Loyal Customer,26,Personal Travel,Eco,4,1,1,2,3,1,2,2,2,5,5,2,0,2,DisSatisfied
69631,Female,Loyal Customer,32,Business travel,Business,4,2,5,4,3,4,3,3,1,1,2,0,0,0,Satisfied
124979,Male,Loyal Customer,46,Business travel,Business,5,2,1,1,5,3,4,4,1,4,3,38,36,74,Satisfied
2815,Female,Loyal Customer,48,Business travel,Business,5,4,4,1,3,5,3,3,4,3,4,71,63,134,Satisfied
31057,Male,disloyal Customer,17,Business travel,Eco,5,1,5,5,3,3,5,2,4,1,5,2,4,6,DisSatisfied
2368,Male,Loyal Customer,12,Personal Travel,Eco,1,2,4,1,5,3,2,4,2,1,1,0,19,19,DisSatisfied
30603,Male,Loyal Customer,48,Business travel,Eco,2,4,3,4,3,4,5,5,4,4,4,0,8,8,DisSatisfied
21840,Male,Loyal Customer,63,Business travel,Business,4,3,3,5,1,2,4,5,2,2,2,15,8,23,Satisfied
55351,Female,Loyal Customer,59,Business travel,Business,1,2,5,5,1,5,1,5,2,1,1,0,0,0,Satisfied
103911,Male,Loyal Customer,52,Business travel,Business,4,2,2,3,2,5,1,2,3,5,2,10,10,20,Satisfied
18565,Male,Loyal Customer,62,Business travel,Business,1,5,2,1,1,4,3,3,2,3,3,0,0,0,Satisfied
111905,Male,Loyal Customer,60,Business travel,Business,5,3,5,3,5,2,2,3,1,5,4,18,27,45,Satisfied
122549,Male,Loyal Customer,61,Business travel,Business,4,1,5,4,3,2,5,4,4,5,1,2,2,4,Satisfied
93259,Male,Loyal Customer,54,Business travel,Business,5,4,4,1,2,1,3,2,1,1,4,17,15,32,Satisfied
56146,Male,Loyal Customer,37,Business travel,Business,4,3,3,3,4,1,3,4,4,3,3,9,0,9,DisSatisfied
10717,Female,Loyal Customer,55,Business travel,Business,3,1,5,3,4,3,3,2,3,5,5,0,0,0,Satisfied
30349,Male,Loyal Customer,53,Business travel,Business,1,2,1,5,1,5,4,1,4,2,2,0,0,0,Satisfied
97238,Female,Loyal Customer,41,Business travel,Business,3,4,4,3,2,5,3,1,2,3,4,30,30,60,Satisfied
2444,Female,disloyal Customer,8,Business travel,Leisure,1,4,3,3,4,5,2,1,4,4,2,0,43,43,DisSatisfied
67058,Female,Loyal Customer,33,Business travel,Business,2,3,4,1,4,3,4,2,2,1,4,16,6,22,Satisfied
47902,Male,Loyal Customer,31,Business travel,Business,4,5,3,1,4,2,1,5,3,5,1,0,4,4,Satisfied
23059,Female,disloyal Customer,22,Business travel,Eco,2,1,1,5,1,2,1,2,1,2,2,2,0,2,DisSatisfied
43666,Male,Loyal Customer,49,Business travel,Eco,2,3,3,1,1,5,1,1,4,3,2,3,9,12,Satisfied
32652,Male,disloyal Customer,36,Business travel,Eco,1,5,4,4,2,2,2,4,1,1,4,0,0,0,DisSatisfied
17005,Male,Loyal Customer,47,Business travel,Business,3,5,3,5,1,5,2,4,5,1,1,0,0,0,Satisfied
17898,Female,Loyal Customer,63,Personal Travel,Leisure,5,5,4,4,1,2,4,3,3,2,3,0,0,0,DisSatisfied
62589,Female,disloyal Customer,43,Business travel,Eco,1,4,5,1,5,4,1,2,5,2,1,3,0,3,DisSatisfied
50053,Female,Loyal Customer,38,Business travel,Business,5,1,1,1,1,1,4,1,1,2,3,0,0,0,DisSatisfied
67847,Male,Loyal Customer,44,Personal Travel,Eco,2,1,4,5,2,4,1,3,2,4,1,0,0,0,Satisfied
62075,Male,Loyal Customer,55,Business travel,Business,5,3,2,3,1,1,1,2,3,1,1,0,0,0,Satisfied
80384,Female,Loyal Customer,43,Business travel,Eco,3,2,2,2,1,2,1,5,5,4,5,1,0,1,Satisfied
38051,Male,Loyal Customer,52,Business travel,Business,1,3,3,2,5,4,1,5,2,5,3,0,0,0,Satisfied
48403,Male,Loyal Customer,50,Personal Travel,Leisure,3,1,5,1,2,5,4,4,3,4,3,32,28,60,DisSatisfied
51164,Female,Loyal Customer,14,Personal Travel,Eco,3,4,5,4,4,4,2,2,4,5,3,0,0,0,DisSatisfied
30300,Male,Loyal Customer,27,Business travel,Business,1,3,2,5,5,2,1,4,5,4,3,0,0,0,Satisfied
48466,Male,Loyal Customer,48,Business travel,Eco,3,2,3,3,1,2,3,2,5,4,2,7,10,17,Satisfied
35203,Male,Loyal Customer,28,Business travel,Business,4,3,5,1,3,1,5,2,2,2,4,0,0,0,Satisfied
56834,Female,Loyal Customer,50,Personal Travel,Eco,4,5,5,4,5,4,2,5,3,1,1,6,19,25,DisSatisfied
99448,Male,Loyal Customer,38,Business travel,Business,4,2,3,1,5,2,2,1,2,3,3,0,3,3,Satisfied
94295,Male,Loyal Customer,44,Business travel,Business,5,5,4,2,2,4,4,5,4,2,5,1,0,1,Satisfied
10897,Female,Loyal Customer,17,Business travel,Business,3,4,2,1,4,3,5,5,1,3,3,25,13,38,DisSatisfied
86410,Female,Loyal Customer,57,Business travel,Business,1,1,5,4,4,2,4,1,3,4,4,11,1,12,Satisfied
113511,Male,Loyal Customer,41,Business travel,Business,1,3,4,2,4,1,2,2,1,2,5,6,0,6,Satisfied
114456,Male,Loyal Customer,58,Business travel,Business,5,3,4,1,5,1,1,3,4,1,5,0,0,0,Satisfied
72439,Male,Loyal Customer,47,Business travel,Business,1,5,4,2,3,5,1,3,2,3,5,14,27,41,Satisfied
44294,Male,Loyal Customer,56,Business travel,Business,4,5,4,5,2,2,4,5,5,3,2,0,0,0,Satisfied
18207,Male,Loyal Customer,55,Business travel,Eco,3,1,1,4,3,5,2,5,3,4,2,27,98,125,Satisfied
8009,Male,Loyal Customer,61,Business travel,Business,1,3,1,4,4,1,2,4,2,2,1,0,13.91689653,13.91689653,Satisfied
13995,Male,Loyal Customer,51,Business travel,Business,1,1,3,5,5,2,2,1,1,4,3,0,0,0,Satisfied
116369,Male,Loyal Customer,38,Personal Travel,Eco,2,5,2,4,4,3,3,3,4,3,4,0,0,0,DisSatisfied
74064,Male,Loyal Customer,34,Business travel,Business,2,5,3,4,3,4,1,4,2,3,4,0,0,0,Satisfied
12499,Male,Loyal Customer,50,Business travel,Leisure,2,2,1,1,4,2,4,5,3,2,4,1,0,1,Satisfied
71976,Female,Loyal Customer,60,Business travel,Business,3,5,3,3,1,5,4,2,5,4,2,0,0,0,Satisfied
58139,Female,disloyal Customer,16,Business travel,Eco,4,5,3,1,2,2,1,4,1,1,3,4,0,4,DisSatisfied
9633,Female,Loyal Customer,53,Business travel,Business,4,1,4,5,3,1,4,2,1,5,4,0,0,0,Satisfied
105326,Male,Loyal Customer,47,Business travel,Business,4,2,5,5,1,1,4,4,3,2,3,64,53,117,Satisfied
74858,Female,Loyal Customer,56,Business travel,Business,3,2,1,3,4,1,4,4,3,2,1,0,14,14,Satisfied
40387,Female,Loyal Customer,32,Business travel,Leisure,3,3,1,1,2,4,4,3,1,5,2,0,0,0,Satisfied
14051,Female,Loyal Customer,32,Personal Travel,Eco,2,4,3,1,2,2,4,5,1,2,1,0,16,16,DisSatisfied
91225,Male,Loyal Customer,35,Personal Travel,Eco,1,3,5,1,2,1,2,1,2,1,4,0,0,0,DisSatisfied
114962,Male,disloyal Customer,22,Business travel,Business,5,3,3,2,5,1,3,3,1,1,1,13,4,17,Satisfied
4488,Female,Loyal Customer,50,Business travel,Business,5,3,2,2,2,3,5,1,2,1,4,0,0,0,Satisfied
54711,Female,Loyal Customer,74,Business travel,Eco,1,2,1,1,1,1,2,3,4,2,5,0,5,5,Satisfied
61913,Female,disloyal Customer,34,Business travel,Business,2,1,4,2,3,5,2,2,1,1,4,2,0,2,DisSatisfied
28998,Male,Loyal Customer,40,Business travel,Business,1,5,4,1,1,1,2,1,4,1,3,0,0,0,Satisfied
